"activity" "subjectId" "variable" "value"
"STANDING" 11 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.98532634
"STANDING" 11 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.94205434
"STANDING" 11 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.97532047
"STANDING" 11 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.9533102
"STANDING" 11 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.94143881
"STANDING" 11 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.9691224
"STANDING" 11 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.96594422
"STANDING" 11 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.96315542
"STANDING" 11 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.96374543
"STANDING" 11 "meanFrequencyBodyGyroscopeMean-X" -0.952866965
"STANDING" 11 "meanFrequencyBodyGyroscopeMean-Y" -0.98386241
"STANDING" 11 "meanFrequencyBodyGyroscopeMean-Z" -0.95627413
"STANDING" 11 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.970965055
"STANDING" 11 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.990059995
"STANDING" 11 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.962742385
"STANDING" 11 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.977283
"STANDING" 11 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.948422915
"STANDING" 11 "meanTimeBodyAccelerationJerkMean-X" 0.0850567935
"STANDING" 11 "meanTimeBodyAccelerationJerkMean-Y" 0.0484157275
"STANDING" 11 "meanTimeBodyAccelerationJerkMean-Z" -0.00655649775
"STANDING" 11 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.963263105
"STANDING" 11 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.956429385
"STANDING" 11 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.98231109
"STANDING" 11 "meanTimeBodyAccelerationMagnitudeMean" -0.973018775
"STANDING" 11 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.949595955
"STANDING" 11 "meanTimeBodyAccelerationMean-X" 0.27285549
"STANDING" 11 "meanTimeBodyAccelerationMean-Y" -0.0240660055
"STANDING" 11 "meanTimeBodyAccelerationMean-Z" -0.10390072
"STANDING" 11 "meanTimeBodyAccelerationStandardDeviation-X" -0.97988363
"STANDING" 11 "meanTimeBodyAccelerationStandardDeviation-Y" -0.93647613
"STANDING" 11 "meanTimeBodyAccelerationStandardDeviation-Z" -0.974387225
"STANDING" 11 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.98485877
"STANDING" 11 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.9667386
"STANDING" 11 "meanTimeBodyGyroscopeJerkMean-X" -0.0838631045
"STANDING" 11 "meanTimeBodyGyroscopeJerkMean-Y" -0.036056577
"STANDING" 11 "meanTimeBodyGyroscopeJerkMean-Z" -0.033371406
"STANDING" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.961040155
"STANDING" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.982815065
"STANDING" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.97791635
"STANDING" 11 "meanTimeBodyGyroscopeMagnitudeMean" -0.935153045
"STANDING" 11 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.95915
"STANDING" 11 "meanTimeBodyGyroscopeMean-X" -0.078305496
"STANDING" 11 "meanTimeBodyGyroscopeMean-Y" -0.131501155
"STANDING" 11 "meanTimeBodyGyroscopeMean-Z" 0.077268165
"STANDING" 11 "meanTimeBodyGyroscopeStandardDeviation-X" -0.96647581
"STANDING" 11 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.987254135
"STANDING" 11 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.958296495
"STANDING" 11 "meanTimeGravityAccelerationMagnitudeMean" -0.973018775
"STANDING" 11 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.949595955
"STANDING" 11 "meanTimeGravityAccelerationMean-X" 0.93750413
"STANDING" 11 "meanTimeGravityAccelerationMean-Y" -0.172343855
"STANDING" 11 "meanTimeGravityAccelerationMean-Z" 0.22207886
"STANDING" 11 "meanTimeGravityAccelerationStandardDeviation-X" -0.983119445
"STANDING" 11 "meanTimeGravityAccelerationStandardDeviation-Y" -0.980201085
"STANDING" 11 "meanTimeGravityAccelerationStandardDeviation-Z" -0.973580035
"WALKING" 26 "meanFrequencyBodyAccelerationJerkMean-X" -0.617413920799583
"WALKING" 26 "meanFrequencyBodyAccelerationJerkMean-Y" -0.622662198304167
"WALKING" 26 "meanFrequencyBodyAccelerationJerkMean-Z" -0.724234254125
"WALKING" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.612312219306667
"WALKING" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.598041970142917
"WALKING" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.744693438791667
"WALKING" 26 "meanFrequencyBodyAccelerationMagnitudeMean" -0.52686664664625
"WALKING" 26 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.5803786237575
"WALKING" 26 "meanFrequencyBodyAccelerationMean-X" -0.55799366027375
"WALKING" 26 "meanFrequencyBodyAccelerationMean-Y" -0.512795660234167
"WALKING" 26 "meanFrequencyBodyAccelerationMean-Z" -0.663611710604167
"WALKING" 26 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.503815829633333
"WALKING" 26 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.49156862359125
"WALKING" 26 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.65006412725
"WALKING" 26 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.5958197088
"WALKING" 26 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.593618753297917
"WALKING" 26 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.778216552125
"WALKING" 26 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.775587847875
"WALKING" 26 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.709649170875
"WALKING" 26 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.727632661441667
"WALKING" 26 "meanFrequencyBodyGyroscopeMean-X" -0.6240868380625
"WALKING" 26 "meanFrequencyBodyGyroscopeMean-Y" -0.7471717415
"WALKING" 26 "meanFrequencyBodyGyroscopeMean-Z" -0.6139758234625
"WALKING" 26 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.735076815266667
"WALKING" 26 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.752889471541667
"WALKING" 26 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.670254758541667
"WALKING" 26 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.619742177958333
"WALKING" 26 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.593000353695
"WALKING" 26 "meanTimeBodyAccelerationJerkMean-X" 0.0805271657941667
"WALKING" 26 "meanTimeBodyAccelerationJerkMean-Y" 0.00483737169733333
"WALKING" 26 "meanTimeBodyAccelerationJerkMean-Z" -0.00868948039375
"WALKING" 26 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.596947612917917
"WALKING" 26 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.597802079064171
"WALKING" 26 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.734912477708333
"WALKING" 26 "meanTimeBodyAccelerationMagnitudeMean" -0.498099025207917
"WALKING" 26 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.5117970759
"WALKING" 26 "meanTimeBodyAccelerationMean-X" 0.27707186075
"WALKING" 26 "meanTimeBodyAccelerationMean-Y" -0.0183906329089125
"WALKING" 26 "meanTimeBodyAccelerationMean-Z" -0.110436054620833
"WALKING" 26 "meanTimeBodyAccelerationStandardDeviation-X" -0.5177027062375
"WALKING" 26 "meanTimeBodyAccelerationStandardDeviation-Y" -0.476096454437083
"WALKING" 26 "meanTimeBodyAccelerationStandardDeviation-Z" -0.635776778583333
"WALKING" 26 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.747518718416667
"WALKING" 26 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.770010727833333
"WALKING" 26 "meanTimeBodyGyroscopeJerkMean-X" -0.0971605398470833
"WALKING" 26 "meanTimeBodyGyroscopeJerkMean-Y" -0.0403053067809583
"WALKING" 26 "meanTimeBodyGyroscopeJerkMean-Z" -0.0542770612758333
"WALKING" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.660510248586667
"WALKING" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.795595732708333
"WALKING" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.717500807291667
"WALKING" 26 "meanTimeBodyGyroscopeMagnitudeMean" -0.616844952216667
"WALKING" 26 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.68787089535125
"WALKING" 26 "meanTimeBodyGyroscopeMean-X" -0.0182291503854167
"WALKING" 26 "meanTimeBodyGyroscopeMean-Y" -0.0837091090064167
"WALKING" 26 "meanTimeBodyGyroscopeMean-Z" 0.086936252598125
"WALKING" 26 "meanTimeBodyGyroscopeStandardDeviation-X" -0.7077521449125
"WALKING" 26 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.74917047575
"WALKING" 26 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.6300449195125
"WALKING" 26 "meanTimeGravityAccelerationMagnitudeMean" -0.498099025207917
"WALKING" 26 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.5117970759
"WALKING" 26 "meanTimeGravityAccelerationMean-X" 0.669997072625
"WALKING" 26 "meanTimeGravityAccelerationMean-Y" 0.0628951108375
"WALKING" 26 "meanTimeGravityAccelerationMean-Z" 0.194038950263333
"WALKING" 26 "meanTimeGravityAccelerationStandardDeviation-X" -0.97018344
"WALKING" 26 "meanTimeGravityAccelerationStandardDeviation-Y" -0.954373349845833
"WALKING" 26 "meanTimeGravityAccelerationStandardDeviation-Z" -0.952050736541667
"WALKING" 27 "meanFrequencyBodyAccelerationJerkMean-X" -0.714554678365692
"WALKING" 27 "meanFrequencyBodyAccelerationJerkMean-Y" -0.694509658473138
"WALKING" 27 "meanFrequencyBodyAccelerationJerkMean-Z" -0.76857445225266
"WALKING" 27 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.712857956529255
"WALKING" 27 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.675744794384308
"WALKING" 27 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.797303408218085
"WALKING" 27 "meanFrequencyBodyAccelerationMagnitudeMean" -0.667185803946808
"WALKING" 27 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.734883056953989
"WALKING" 27 "meanFrequencyBodyAccelerationMean-X" -0.681454795855319
"WALKING" 27 "meanFrequencyBodyAccelerationMean-Y" -0.641267840429521
"WALKING" 27 "meanFrequencyBodyAccelerationMean-Z" -0.715482857547872
"WALKING" 27 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.654659392263298
"WALKING" 27 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.649506674776596
"WALKING" 27 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.692130765962766
"WALKING" 27 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.688572791044947
"WALKING" 27 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.707531366315426
"WALKING" 27 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.837585999827128
"WALKING" 27 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.848260021656915
"WALKING" 27 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.785953610106383
"WALKING" 27 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.777810418832447
"WALKING" 27 "meanFrequencyBodyGyroscopeMean-X" -0.768505711292553
"WALKING" 27 "meanFrequencyBodyGyroscopeMean-Y" -0.795433953608777
"WALKING" 27 "meanFrequencyBodyGyroscopeMean-Z" -0.702788513114362
"WALKING" 27 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.806288410297872
"WALKING" 27 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.808791849202128
"WALKING" 27 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.697147299066489
"WALKING" 27 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.70180744799867
"WALKING" 27 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.696003354282979
"WALKING" 27 "meanTimeBodyAccelerationJerkMean-X" 0.0768320396617021
"WALKING" 27 "meanTimeBodyAccelerationJerkMean-Y" 0.00617714992829521
"WALKING" 27 "meanTimeBodyAccelerationJerkMean-Z" -0.00495000607441489
"WALKING" 27 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.700549974357447
"WALKING" 27 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.674792293475665
"WALKING" 27 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.783632076781915
"WALKING" 27 "meanTimeBodyAccelerationMagnitudeMean" -0.627947737417819
"WALKING" 27 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.677874152031915
"WALKING" 27 "meanTimeBodyAccelerationMean-X" 0.277264567074468
"WALKING" 27 "meanTimeBodyAccelerationMean-Y" -0.0167969215592152
"WALKING" 27 "meanTimeBodyAccelerationMean-Z" -0.110848300413564
"WALKING" 27 "meanTimeBodyAccelerationStandardDeviation-X" -0.660976085218085
"WALKING" 27 "meanTimeBodyAccelerationStandardDeviation-Y" -0.630460488658511
"WALKING" 27 "meanTimeBodyAccelerationStandardDeviation-Z" -0.68321532587766
"WALKING" 27 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.823067662473404
"WALKING" 27 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.837212879564096
"WALKING" 27 "meanTimeBodyGyroscopeJerkMean-X" -0.0893066039356303
"WALKING" 27 "meanTimeBodyGyroscopeJerkMean-Y" -0.0450414487725798
"WALKING" 27 "meanTimeBodyGyroscopeJerkMean-Z" -0.0586254676047872
"WALKING" 27 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.8210758325
"WALKING" 27 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.837320211489362
"WALKING" 27 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.782945588829787
"WALKING" 27 "meanTimeBodyGyroscopeMagnitudeMean" -0.694016019806117
"WALKING" 27 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.754713306440957
"WALKING" 27 "meanTimeBodyGyroscopeMean-X" -0.0608887602789628
"WALKING" 27 "meanTimeBodyGyroscopeMean-Y" -0.0552177945716489
"WALKING" 27 "meanTimeBodyGyroscopeMean-Z" 0.108947089653191
"WALKING" 27 "meanTimeBodyGyroscopeStandardDeviation-X" -0.795853557018617
"WALKING" 27 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.802048718989362
"WALKING" 27 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.674128512103723
"WALKING" 27 "meanTimeGravityAccelerationMagnitudeMean" -0.627947737417819
"WALKING" 27 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.677874152031915
"WALKING" 27 "meanTimeGravityAccelerationMean-X" 0.627230079867021
"WALKING" 27 "meanTimeGravityAccelerationMean-Y" 0.032242387143617
"WALKING" 27 "meanTimeGravityAccelerationMean-Z" 0.14116869604876
"WALKING" 27 "meanTimeGravityAccelerationStandardDeviation-X" -0.974620173404255
"WALKING" 27 "meanTimeGravityAccelerationStandardDeviation-Y" -0.972505174787234
"WALKING" 27 "meanTimeGravityAccelerationStandardDeviation-Z" -0.959200394414894
"WALKING" 28 "meanFrequencyBodyAccelerationJerkMean-X" -0.686723799059424
"WALKING" 28 "meanFrequencyBodyAccelerationJerkMean-Y" -0.670718095926963
"WALKING" 28 "meanFrequencyBodyAccelerationJerkMean-Z" -0.779061720358639
"WALKING" 28 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.704073382410995
"WALKING" 28 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.654855915271466
"WALKING" 28 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.821715494424084
"WALKING" 28 "meanFrequencyBodyAccelerationMagnitudeMean" -0.628763247405236
"WALKING" 28 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.696993999667801
"WALKING" 28 "meanFrequencyBodyAccelerationMean-X" -0.654156519193717
"WALKING" 28 "meanFrequencyBodyAccelerationMean-Y" -0.584932500113874
"WALKING" 28 "meanFrequencyBodyAccelerationMean-Z" -0.715134474431937
"WALKING" 28 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.647807192984293
"WALKING" 28 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.595110472615916
"WALKING" 28 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.695767279528796
"WALKING" 28 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.675428720467801
"WALKING" 28 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.706415829342932
"WALKING" 28 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.806882151753927
"WALKING" 28 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.818448508376963
"WALKING" 28 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.73790809206911
"WALKING" 28 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.743784612693717
"WALKING" 28 "meanFrequencyBodyGyroscopeMean-X" -0.674356656020942
"WALKING" 28 "meanFrequencyBodyGyroscopeMean-Y" -0.747067907931937
"WALKING" 28 "meanFrequencyBodyGyroscopeMean-Z" -0.673513886890838
"WALKING" 28 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.762030978010471
"WALKING" 28 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.740819453429319
"WALKING" 28 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.700291282881152
"WALKING" 28 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.689429387759162
"WALKING" 28 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.687703433627487
"WALKING" 28 "meanTimeBodyAccelerationJerkMean-X" 0.0807263062382199
"WALKING" 28 "meanTimeBodyAccelerationJerkMean-Y" 0.0138224436546073
"WALKING" 28 "meanTimeBodyAccelerationJerkMean-Z" 0.000824208324801046
"WALKING" 28 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.680813725392147
"WALKING" 28 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.651619848945026
"WALKING" 28 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.800870581884817
"WALKING" 28 "meanTimeBodyAccelerationMagnitudeMean" -0.610030902501309
"WALKING" 28 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.635821226515969
"WALKING" 28 "meanTimeBodyAccelerationMean-X" 0.277532554764398
"WALKING" 28 "meanTimeBodyAccelerationMean-Y" -0.0191721442063089
"WALKING" 28 "meanTimeBodyAccelerationMean-Z" -0.109710873104188
"WALKING" 28 "meanTimeBodyAccelerationStandardDeviation-X" -0.649040391307853
"WALKING" 28 "meanTimeBodyAccelerationStandardDeviation-Y" -0.573651895933508
"WALKING" 28 "meanTimeBodyAccelerationStandardDeviation-Z" -0.685821415026178
"WALKING" 28 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.78929494326178
"WALKING" 28 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.805738383010471
"WALKING" 28 "meanTimeBodyGyroscopeJerkMean-X" -0.0881213551172775
"WALKING" 28 "meanTimeBodyGyroscopeJerkMean-Y" -0.0447972595862042
"WALKING" 28 "meanTimeBodyGyroscopeJerkMean-Z" -0.0607680707408115
"WALKING" 28 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.720515676293194
"WALKING" 28 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.825038783246073
"WALKING" 28 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.769755981125654
"WALKING" 28 "meanTimeBodyGyroscopeMagnitudeMean" -0.648538641430367
"WALKING" 28 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.710956808836911
"WALKING" 28 "meanTimeBodyGyroscopeMean-X" -0.064496354556466
"WALKING" 28 "meanTimeBodyGyroscopeMean-Y" -0.0471474023101021
"WALKING" 28 "meanTimeBodyGyroscopeMean-Z" 0.100840281329581
"WALKING" 28 "meanTimeBodyGyroscopeStandardDeviation-X" -0.740276591873298
"WALKING" 28 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.741285540196335
"WALKING" 28 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.669789662889791
"WALKING" 28 "meanTimeGravityAccelerationMagnitudeMean" -0.610030902501309
"WALKING" 28 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.635821226515969
"WALKING" 28 "meanTimeGravityAccelerationMean-X" 0.62376789513089
"WALKING" 28 "meanTimeGravityAccelerationMean-Y" -0.14757775521466
"WALKING" 28 "meanTimeGravityAccelerationMean-Z" -0.0469931021049738
"WALKING" 28 "meanTimeGravityAccelerationStandardDeviation-X" -0.973873328062827
"WALKING" 28 "meanTimeGravityAccelerationStandardDeviation-Y" -0.960365626256545
"WALKING" 28 "meanTimeGravityAccelerationStandardDeviation-Z" -0.946225637251309
"WALKING" 29 "meanFrequencyBodyAccelerationJerkMean-X" -0.629875853152035
"WALKING" 29 "meanFrequencyBodyAccelerationJerkMean-Y" -0.641289075786337
"WALKING" 29 "meanFrequencyBodyAccelerationJerkMean-Z" -0.768433928313954
"WALKING" 29 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.651564188964826
"WALKING" 29 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.655526116655523
"WALKING" 29 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.818292780813954
"WALKING" 29 "meanFrequencyBodyAccelerationMagnitudeMean" -0.589294014734302
"WALKING" 29 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.639314176054942
"WALKING" 29 "meanFrequencyBodyAccelerationMean-X" -0.579901000186134
"WALKING" 29 "meanFrequencyBodyAccelerationMean-Y" -0.587686308146221
"WALKING" 29 "meanFrequencyBodyAccelerationMean-Z" -0.680547675465116
"WALKING" 29 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.5727879490375
"WALKING" 29 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.630978844851831
"WALKING" 29 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.602550925183721
"WALKING" 29 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.609879937469099
"WALKING" 29 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.636434470547384
"WALKING" 29 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.840464164156977
"WALKING" 29 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.851462426569767
"WALKING" 29 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.722018434984302
"WALKING" 29 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.671454324368401
"WALKING" 29 "meanFrequencyBodyGyroscopeMean-X" -0.685747413486628
"WALKING" 29 "meanFrequencyBodyGyroscopeMean-Y" -0.735972301656977
"WALKING" 29 "meanFrequencyBodyGyroscopeMean-Z" -0.689221357718023
"WALKING" 29 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.752567831707849
"WALKING" 29 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.588857987485174
"WALKING" 29 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.749163172296512
"WALKING" 29 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.664538060484884
"WALKING" 29 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.620472049862791
"WALKING" 29 "meanTimeBodyAccelerationJerkMean-X" 0.0788382324713372
"WALKING" 29 "meanTimeBodyAccelerationJerkMean-Y" 0.00900161248883721
"WALKING" 29 "meanTimeBodyAccelerationJerkMean-Z" -0.00355290542467733
"WALKING" 29 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.623456414216366
"WALKING" 29 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.635499779848779
"WALKING" 29 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.793746797790698
"WALKING" 29 "meanTimeBodyAccelerationMagnitudeMean" -0.553585593347965
"WALKING" 29 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.579067216088081
"WALKING" 29 "meanTimeBodyAccelerationMean-X" 0.279111521944767
"WALKING" 29 "meanTimeBodyAccelerationMean-Y" -0.018471953048314
"WALKING" 29 "meanTimeBodyAccelerationMean-Z" -0.108675612269477
"WALKING" 29 "meanTimeBodyAccelerationStandardDeviation-X" -0.574295395364826
"WALKING" 29 "meanTimeBodyAccelerationStandardDeviation-Y" -0.598400275636657
"WALKING" 29 "meanTimeBodyAccelerationStandardDeviation-Z" -0.606461283926453
"WALKING" 29 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.802293906366279
"WALKING" 29 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.840156364186047
"WALKING" 29 "meanTimeBodyGyroscopeJerkMean-X" -0.100707751809855
"WALKING" 29 "meanTimeBodyGyroscopeJerkMean-Y" -0.0464322029527616
"WALKING" 29 "meanTimeBodyGyroscopeJerkMean-Z" -0.052785999031686
"WALKING" 29 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.736117664139535
"WALKING" 29 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.853639613139535
"WALKING" 29 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.770221314302326
"WALKING" 29 "meanTimeBodyGyroscopeMagnitudeMean" -0.602228993700349
"WALKING" 29 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.653732301592151
"WALKING" 29 "meanTimeBodyGyroscopeMean-X" -0.0101831910869331
"WALKING" 29 "meanTimeBodyGyroscopeMean-Y" -0.0882883296441861
"WALKING" 29 "meanTimeBodyGyroscopeMean-Z" 0.0881626266546221
"WALKING" 29 "meanTimeBodyGyroscopeStandardDeviation-X" -0.73469927369157
"WALKING" 29 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.634569173421512
"WALKING" 29 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.713864583982558
"WALKING" 29 "meanTimeGravityAccelerationMagnitudeMean" -0.553585593347965
"WALKING" 29 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.579067216088081
"WALKING" 29 "meanTimeGravityAccelerationMean-X" 0.683067625610465
"WALKING" 29 "meanTimeGravityAccelerationMean-Y" 0.115489757911628
"WALKING" 29 "meanTimeGravityAccelerationMean-Z" 0.208215370043721
"WALKING" 29 "meanTimeGravityAccelerationStandardDeviation-X" -0.973282885843023
"WALKING" 29 "meanTimeGravityAccelerationStandardDeviation-Y" -0.964643161017442
"WALKING" 29 "meanTimeGravityAccelerationStandardDeviation-Z" -0.941621790232558
"WALKING" 30 "meanFrequencyBodyAccelerationJerkMean-X" -0.687500175929737
"WALKING" 30 "meanFrequencyBodyAccelerationJerkMean-Y" -0.673531648002105
"WALKING" 30 "meanFrequencyBodyAccelerationJerkMean-Z" -0.756194273026316
